chromosome,name,start,end
5,S5_214708553,16179243,16189522
5,S5_214710568,16189522,16194643
5,S5_214711518,16194643,16215074
5,S5_214717114,16215074,16235506
5,S5_214718723,16235506,16235510
5,S5_214719150,16235510,16266618
5,S5_214763113,16266618,16297725
5,S5_214763287,16297725,16297730
5,S5_214763455,16297730,16338636
5,S5_214849372,16338636,16379543
5,S5_214949994,16379543,16379547
5,S5_214950576,16379547,16399648
5,S5_214957216,16399648,16419749
5,S5_214957392,16419749,16429940
5,S5_215003303,16429940,16440131
5,S5_215028490,16440131,16455818
5,S5_215051539,16455818,16487342
5,S5_215063807,16487342,16503182
5,S5_215064653,16503182,16503186
5,S5_215069179,16503186,16544771
5,S5_215077379,16544771,16589719
5,S5_215233107,16589719,16596436
5,S5_215235179,16596436,16603124
5,S5_215235782,16603124,16606464
5,S5_215262674,16606464,16606468
5,S5_215263111,16606468,16606473
5,S5_215289314,16606473,16626656
5,S5_215300636,16626656,16646839
5,S5_215351219,16646839,16650190
5,S5_215352314,16650190,16656891
5,S5_215358939,16656891,16663603
5,S5_215370653,16663603,16666964
5,S5_215560959,16666964,16677010
5,S5_215566712,16677010,16687057
5,S5_215567429,16687057,16692056
5,S5_215620535,16692056,16702080
5,S5_215625693,16702080,16707109
5,S5_215794923,16707109,16707113
5,S5_215795161,16707113,16727416
5,S5_215798508,16727416,16747718
5,S5_215812624,16747718,16747723
5,S5_215820047,16747723,16768151
5,S5_215831335,16768151,16788580
5,S5_215841580,16788580,16788584
5,S5_215843737,16788584,16788588
5,S5_215845489,16788588,16808993
5,S5_215850781,16808993,16829397
5,S5_215924941,16829397,16829468
5,S5_215925094,16829468,16829606
5,S5_215932187,16829606,16829677
5,S5_215937453,16829677,16850209
5,S5_215976785,16850209,16881295
5,S5_215984433,16881295,16902475
5,S5_215991233,16902475,16913100
5,S5_215994270,16913100,16918331
5,S5_215994395,16918331,16928776
5,S5_216073680,16928776,16939220
5,S5_216088464,16939220,16949705
5,S5_216088648,16949705,16954966
5,S5_216179718,16954966,16965522
5,S5_216204764,16965522,16976078
5,S5_216221552,16976078,16976082
5,S5_216248277,16976082,16976087
5,S5_216312383,16976087,16981029
5,S5_216382501,16981029,16990881
5,S5_216441647,16990881,17001481
5,S5_216538504,17001481,17012831
5,S5_216587455,17012831,17018496
5,S5_216587540,17018496,17018500
5,S5_216587635,17018500,17018502
5,S5_216741319,17018502,17018502
5,S5_216766651,17018502,17018502
5,S5_216767105,17018502,17018502
5,S5_216893472,17018502,17018503
5,S5_216950849,17018503,17018503
5,S5_216951139,17018503,17018503
5,S5_217019178,17018503,17018503
5,S5_217276445,17018503,17018503
5,S5_217311480,17018503,17018503
5,S5_217415869,17018503,17018503
5,S5_217612263,17018503,17018503
6,S6_262667,0,0
6,S6_269390,0,0
6,S6_360231,0,0
6,S6_363667,0,0
6,S6_367992,0,12950
6,S6_370986,12950,26272
6,S6_371295,26272,26716
6,S6_656139,26716,26788
6,S6_658102,26788,26788
6,S6_702960,26788,26790
6,S6_780111,26790,33060
6,S6_1239532,33060,44370
6,S6_1242216,44370,49413
6,S6_1283764,49413,49415
6,S6_1287295,49415,49417
6,S6_1537610,49417,54989
6,S6_1540111,54989,66092
6,S6_1960822,66092,71626
6,S6_2006822,71626,71630
6,S6_2038806,71630,71634
6,S6_2043439,71634,71639
6,S6_2043652,71639,117665
6,S6_2145720,117665,186853
6,S6_2242172,186853,210018
6,S6_2381324,210018,210022
6,S6_2381948,210022,210027
6,S6_2591494,210027,210031
6,S6_2591880,210031,244209
6,S6_2720883,244209,278387
6,S6_2721981,278387,312498
6,S6_2881326,312498,346609
6,S6_2882386,346609,346613
6,S6_2885558,346613,357257
6,S6_2887020,357257,367901
6,S6_3055807,367901,378434
6,S6_3183941,378434,388968
6,S6_3572217,388968,399478
6,S6_3592279,399478,409989
6,S6_3648442,409989,425790
6,S6_3677793,425790,441590
6,S6_3776341,441590,449420
6,S6_3869692,449420,465040
6,S6_3872152,465040,472835
6,S6_3988770,472835,472840
6,S6_4016417,472840,472842
6,S6_4143123,472842,472844
6,S6_4143213,472844,472848
6,S6_4143460,472848,480157
6,S6_4150086,480157,494793
6,S6_4150302,494793,523402
6,S6_4175521,523402,571990
6,S6_4306300,571990,599299
6,S6_4306724,599299,599303
6,S6_4308083,599303,609947
6,S6_4311934,609947,620591
6,S6_4312008,620591,625900
6,S6_4350564,625900,636524
6,S6_4405169,636524,641844
6,S6_5163383,641844,645383
6,S6_5300547,645383,652442
6,S6_5441842,652442,659471
6,S6_5441950,659471,662981
6,S6_6271484,662981,662985
6,S6_6317917,662985,670175
6,S6_6318028,670175,684602
6,S6_6320578,684602,699130
6,S6_6430741,699130,706420
6,S6_6434880,706420,727946
6,S6_6529131,727946,749473
6,S6_6545683,749473,749477
6,S6_6616947,749477,760077
6,S6_6890825,760077,770677
6,S6_6905282,770677,791618
6,S6_7038163,791618,812558
6,S6_7046411,812558,812563
6,S6_7046559,812563,822892
6,S6_7046916,822892,843518
6,S6_7136416,843518,853820
6,S6_8680823,853820,885511
6,S6_9146267,885511,917202
6,S6_9200467,917202,917206
6,S6_9201744,917206,917211
6,S6_9498922,917211,956756
6,S6_9912189,956756,1036403
6,S6_16143862,1036403,1076509
6,S6_16152529,1076509,1076514
6,S6_16291319,1076514,1076516
6,S6_16293350,1076516,1080184
6,S6_16794301,1080184,1087541
6,S6_17166307,1087541,1094937
6,S6_17426420,1094937,1098644
6,S6_17958279,1098644,1109611
6,S6_18156728,1109611,1120580
6,S6_19369936,1120580,1153599
6,S6_21316735,1153599,1186617
6,S6_21465050,1186617,1186622
6,S6_21465715,1186622,1190236
6,S6_21529462,1190236,1197478
6,S6_21888233,1197478,1204753
6,S6_22002859,1204753,1208400
6,S6_22003178,1208400,1219326
6,S6_22306012,1219326,1230252
6,S6_22915764,1230252,1241035
6,S6_23524793,1241035,1251819
6,S6_23827963,1251819,1255477
6,S6_23876023,1255477,1262797
6,S6_24011915,1262797,1270143
6,S6_24014275,1270143,1273827
6,S6_24177147,1273827,1277451
6,S6_24182447,1277451,1284689
6,S6_24182650,1284689,1291915
6,S6_24183548,1291915,1295528
6,S6_25290801,1295528,1306289
6,S6_25320220,1306289,1317049
6,S6_25741689,1317049,1322381
6,S6_26150622,1322381,1333053
6,S6_26578652,1333053,1341955
6,S6_26652170,1341955,1349071
6,S6_26722476,1349071,1356175
6,S6_27030265,1356175,1359726
6,S6_27121054,1359726,1363277
6,S6_27501927,1363277,1370381
6,S6_27502557,1370381,1377497
6,S6_27502938,1377497,1381059
6,S6_28097865,1381059,1391751
6,S6_28130186,1391751,1402443
6,S6_29642887,1402443,1402447
6,S6_29646735,1402447,1423882
6,S6_29780934,1423882,1445316
6,S6_29799492,1445316,1445320
6,S6_29993746,1445320,1445325
6,S6_31419151,1445325,1445329
6,S6_31420757,1445329,1445334
6,S6_31421638,1445334,1461686
6,S6_31422625,1461686,1494587
6,S6_31568515,1494587,1511139
6,S6_31600920,1511139,1511143
6,S6_32462034,1511143,1514818
6,S6_33434006,1514818,1522142
6,S6_34570423,1522142,1529424
6,S6_34602752,1529424,1533055
6,S6_34635519,1533055,1543903
6,S6_34825782,1543903,1565622
6,S6_34826192,1565622,1576497
6,S6_34890467,1576497,1580124
6,S6_34926696,1580124,1587352
6,S6_34974196,1587352,1594538
6,S6_34974285,1594538,1598123
6,S6_35704323,1598123,1608679
6,S6_35893383,1608679,1619235
6,S6_38117593,1619235,1629748
6,S6_38273901,1629748,1640260
6,S6_39684162,1640260,1650683
6,S6_39891836,1650683,1666348
6,S6_41051683,1666348,1676795
6,S6_41059669,1676795,1681998
6,S6_55260171,1681998,1692149
6,S6_55597382,1692149,1702299
6,S6_55604600,1702299,1712426
6,S6_55648499,1712426,1722554
6,S6_57491574,1722554,1727736
6,S6_57538273,1727736,1738140
6,S6_57574122,1738140,1743367
6,S6_63921270,1743367,1746802
6,S6_64091514,1746802,1753656
6,S6_64516908,1753656,1760482
6,S6_64608587,1760482,1763891
6,S6_66027980,1763891,1774142
6,S6_66106935,1774142,1784393
6,S6_67289608,1784393,1787815
6,S6_68202013,1787815,1794668
6,S6_69205378,1794668,1801552
6,S6_69260346,1801552,1805003
6,S6_70864070,1805003,1808467
6,S6_70864157,1808467,1815394
6,S6_70960948,1815394,1822331
6,S6_71015099,1822331,1825803
6,S6_74999441,1825803,1836185
6,S6_75127974,1836185,1846567
6,S6_75633415,1846567,1851731
6,S6_75747912,1851731,1862087
6,S6_75748163,1862087,1867283
6,S6_76485827,1867283,1871249
6,S6_76487053,1871249,1879167
6,S6_76682731,1879167,1887058
6,S6_76683118,1887058,1890999
6,S6_77145561,1890999,1896915
6,S6_77148990,1896915,1908780
6,S6_78557479,1908780,1914734
6,S6_78625866,1914734,1918826
6,S6_78818349,1918826,1927030
6,S6_78830292,1927030,1935282
6,S6_79469209,1935282,1939423
6,S6_81546684,1939423,1943479
6,S6_81701172,1943479,1951584
6,S6_81729242,1951584,1959681
6,S6_81729536,1959681,1963730
6,S6_83226513,1963730,1963734
6,S6_83229595,1963734,1963739
6,S6_83229670,1963739,1988589
6,S6_83430393,1988589,2013440
6,S6_83540463,2013440,2017721
6,S6_83540618,2017721,2026306
6,S6_83616120,2026306,2034944
6,S6_83616488,2034944,2039278
6,S6_84227173,2039278,2050447
6,S6_84280947,2050447,2061616
6,S6_84673642,2061616,2061620
6,S6_84675533,2061620,2061624
6,S6_85206956,2061624,2075615
6,S6_85408353,2075615,2089605
6,S6_86344013,2089605,2103793
6,S6_86346351,2103793,2117981
6,S6_86566742,2117981,2117985
6,S6_86566900,2117985,2117989
6,S6_86567552,2117989,2145730
6,S6_86625592,2145730,2178138
6,S6_86627376,2178138,2187458
6,S6_86627732,2187458,2196738
6,S6_86773344,2196738,2201370
6,S6_86773543,2201370,2201374
6,S6_87119357,2201374,2201379
6,S6_88117379,2201379,2212449
6,S6_88152766,2212449,2223520
6,S6_88218735,2223520,2234715
6,S6_88344884,2234715,2245909
6,S6_88592697,2245909,2249653
6,S6_88692713,2249653,2257122
6,S6_88711237,2257122,2264558
6,S6_88731794,2264558,2268269
6,S6_88739474,2268269,2271981
6,S6_88740392,2271981,2279403
6,S6_88742765,2279403,2286833
6,S6_88874177,2286833,2290551
6,S6_88909576,2290551,2301782
6,S6_88910361,2301782,2324293
6,S6_88911504,2324293,2346974
6,S6_88934527,2346974,2358375
6,S6_88935813,2358375,2369988
6,S6_88989975,2369988,2381600
6,S6_88996034,2381600,2405167
6,S6_89066163,2405167,2440369
6,S6_89122221,2440369,2463537
6,S6_89123242,2463537,2475069
6,S6_89124823,2475069,2486609
6,S6_89125063,2486609,2509746
6,S6_89131247,2509746,2521346
6,S6_89135797,2521346,2521350
6,S6_89138333,2521350,2521355
6,S6_89140660,2521355,2568681
6,S6_89403767,2568681,2616008
6,S6_89412733,2616008,2651650
6,S6_89684568,2651650,2687292
6,S6_89687253,2687292,2687296
6,S6_89887783,2687296,2687301
6,S6_89888640,2687301,2687305
6,S6_89888856,2687305,2687309
6,S6_90792199,2687309,2705397
6,S6_90894134,2705397,2741276
6,S6_91068322,2741276,2759074
6,S6_91136054,2759074,2759081
6,S6_91302097,2759081,2762825
6,S6_91321440,2762825,2770312
6,S6_91439077,2770312,2777811
6,S6_91575330,2777811,2781566
6,S6_92167962,2781566,2781571
6,S6_92390733,2781571,2781575
6,S6_92485917,2781575,2789211
6,S6_92486281,2789211,2804402
6,S6_92615921,2804402,2819448
6,S6_92616070,2819448,2826940
6,S6_92813578,2826940,2826944
6,S6_92984300,2826944,2826948
6,S6_93323515,2826948,2832420
6,S6_93326441,2832420,2843371
6,S6_93327800,2843371,2848854
6,S6_93875361,2848854,2852501
6,S6_93903085,2852501,2859776
6,S6_94695736,2859776,2867017
6,S6_94700288,2867017,2870632
6,S6_94754337,2870632,2870637
6,S6_94762420,2870637,2881828
6,S6_94762618,2881828,2904243
6,S6_94842677,2904243,2915469
6,S6_94843638,2915469,2915474
6,S6_94851923,2915474,2915478
6,S6_94852497,2915478,2919176
6,S6_94856540,2919176,2926588
6,S6_94991637,2926588,2934042
6,S6_95069426,2934042,2937781
6,S6_95070162,2937781,2937785
6,S6_95070850,2937785,3000579
6,S6_95320332,3000579,3063373
6,S6_95321336,3063373,3063377
6,S6_95323048,3063377,3063384
6,S6_95327746,3063384,3110015
6,S6_95464141,3110015,3156643
6,S6_95466068,3156643,3156648
6,S6_95471265,3156648,3156652
6,S6_95565034,3156652,3170477
6,S6_95602982,3170477,3184301
6,S6_95634044,3184301,3184308
6,S6_95682411,3184308,3184318
6,S6_95713606,3184318,3200815
6,S6_95939781,3200815,3217310
6,S6_95942778,3217310,3225812
6,S6_96321394,3225812,3242880
6,S6_96335966,3242880,3251451
6,S6_96337553,3251451,3251456
6,S6_96337869,3251456,3264158
6,S6_96395537,3264158,3301911
6,S6_96551423,3301911,3326966
6,S6_96553414,3326966,3361444
6,S6_96562353,3361444,3395923
6,S6_96562463,3395923,3463576
6,S6_96667863,3463576,3531230
6,S6_96671232,3531230,3531234
6,S6_96675083,3531234,3531238
6,S6_96696089,3531238,3537169
6,S6_96696205,3537169,3549080
6,S6_96879411,3549080,3555064
6,S6_96880187,3555064,3582655
6,S6_96916118,3582655,3610247
6,S6_96919462,3610247,3624327
6,S6_96922625,3624327,3638407
6,S6_97114781,3638407,3652606
6,S6_97116767,3652606,3666805
6,S6_97268851,3666805,3680923
6,S6_97340156,3680923,3695042
6,S6_97713020,3695042,3702157
6,S6_97804848,3702157,3716315
6,S6_97857404,3716315,3723361
6,S6_97915071,3723361,3730411
6,S6_97942895,3730411,3744567
6,S6_97945844,3744567,3751678
6,S6_98030592,3751678,3755738
6,S6_98257250,3755738,3763836
6,S6_98257502,3763836,3771897
6,S6_98257646,3771897,3775920
6,S6_98861890,3775920,3784339
6,S6_98862075,3784339,3801183
6,S6_99127885,3801183,3818042
6,S6_99768209,3818042,3826477
6,S6_99770576,3826477,3830570
6,S6_99770955,3830570,3838728
6,S6_99812634,3838728,3846839
6,S6_99884578,3846839,3850886
6,S6_100126220,3850886,3874386
6,S6_100143227,3874386,3897886
6,S6_100143385,3897886,3897890
6,S6_100143487,3897890,3897894
6,S6_100146210,3897894,3903640
6,S6_102084191,3903640,3915109
6,S6_102105589,3915109,3920838
6,S6_102306952,3920838,3932204
6,S6_102415610,3932204,3943570
6,S6_102460283,3943570,3954937
6,S6_102548221,3954937,3966303
6,S6_102681086,3966303,3989364
6,S6_102951947,3989364,4012426
6,S6_102954325,4012426,4012431
6,S6_102954456,4012431,4016248
6,S6_103127746,4016248,4023883
6,S6_103141375,4023883,4031529
6,S6_103151883,4031529,4058689
6,S6_103359506,4058689,4082024
6,S6_103413626,4082024,4082028
6,S6_103438913,4082028,4082033
6,S6_103511364,4082033,4093746
6,S6_103513601,4093746,4105460
6,S6_103903153,4105460,4117092
6,S6_104066715,4117092,4128725
6,S6_104265894,4128725,4128730
6,S6_104266016,4128730,4128734
6,S6_104268030,4128734,4139758
6,S6_104454833,4139758,4154423
6,S6_104506537,4154423,4161715
6,S6_104507854,4161715,4169018
6,S6_104507946,4169018,4172674
6,S6_104674349,4172674,4183696
6,S6_104756131,4183696,4194719
6,S6_105096655,4194719,4194723
6,S6_105125812,4194723,4205984
6,S6_105226877,4205984,4228603
6,S6_105408499,4228603,4239965
6,S6_105884245,4239965,4262324
6,S6_106153931,4262324,4284683
6,S6_106154186,4284683,4284688
6,S6_106429133,4284688,4295834
6,S6_106468212,4295834,4306980
6,S6_106763889,4306980,4306984
6,S6_106836159,4306984,4324021
6,S6_106886700,4324021,4357807
6,S6_106959568,4357807,4374561
6,S6_106980462,4374561,4374565
6,S6_107054272,4374565,4385328
6,S6_107105126,4385328,4396091
6,S6_108121231,4396091,4401398
6,S6_108144152,4401398,4411974
6,S6_108144231,4411974,4417247
6,S6_108249488,4417247,4427977
6,S6_108254968,4427977,4449522
6,S6_108255052,4449522,4460340
6,S6_108255943,4460340,4471103
6,S6_108306321,4471103,4481866
6,S6_108306703,4481866,4487396
6,S6_108319407,4487396,4498496
6,S6_108499468,4498496,4504072
6,S6_108711190,4504072,4507728
6,S6_109072780,4507728,4515019
6,S6_109072956,4515019,4522300
6,S6_109075103,4522300,4525944
6,S6_109285500,4525944,4536753
6,S6_109405497,4536753,4547562
6,S6_109594307,4547562,4558370
6,S6_109899881,4558370,4569179
6,S6_109900344,4569179,4636954
6,S6_110007815,4636954,4704729
6,S6_110291736,4704729,4704733
6,S6_110293217,4704733,4704736
6,S6_110293295,4704736,4704736
6,S6_110708893,4704736,4710265
6,S6_110783840,4710265,4721310
6,S6_110808804,4721310,4726828
6,S6_110809548,4726828,4737975
6,S6_111018021,4737975,4749121
6,S6_111022510,4749121,4749125
6,S6_111056605,4749125,4821903
6,S6_111143721,4821903,4904229
6,S6_111144733,4904229,4923288
6,S6_111144861,4923288,4932800
6,S6_111153491,4932800,4932804
6,S6_111237376,4932804,4932808
6,S6_111237585,4932808,4932813
6,S6_111677574,4932813,4936364
6,S6_111767102,4936364,4943468
6,S6_111899746,4943468,4950584
6,S6_111899852,4950584,4954146
6,S6_111900544,4954146,4954150
6,S6_111918721,4954150,4975592
6,S6_111971093,4975592,4997033
6,S6_111972339,4997033,4997037
6,S6_112123604,4997037,4997042
6,S6_112124053,4997042,5018347
6,S6_112270113,5018347,5039653
6,S6_112276031,5039653,5039657
6,S6_112280666,5039657,5044931
6,S6_112368061,5044931,5055465
6,S6_112368160,5055465,5071349
6,S6_112434576,5071349,5081974
6,S6_112603120,5081974,5087336
6,S6_112802610,5087336,5098092
6,S6_112802719,5098092,5103490
6,S6_112817455,5103490,5114418
6,S6_112957272,5114418,5125346
6,S6_112959969,5125346,5136444
6,S6_113041985,5136444,5147542
6,S6_113110707,5147542,5158814
6,S6_113344147,5158814,5174921
6,S6_113560508,5174921,5184622
6,S6_113594842,5184622,5194389
6,S6_113668356,5194389,5221385
6,S6_113778915,5221385,5255192
6,S6_113779929,5255192,5278765
6,S6_113885096,5278765,5290627
6,S6_114920296,5290627,5290632
6,S6_114920473,5290632,5290636
6,S6_115078186,5290636,5296757
6,S6_115290443,5296757,5308939
6,S6_115295344,5308939,5315004
6,S6_115552386,5315004,5318945
6,S6_115553425,5318945,5326804
6,S6_115553567,5326804,5334626
6,S6_115573975,5334626,5338530
6,S6_117027782,5338530,5342416
6,S6_117073561,5342416,5350164
6,S6_117227374,5350164,5357876
6,S6_117371702,5357876,5361725
6,S6_117452575,5361725,5361729
6,S6_117452688,5361729,5361734
6,S6_117453222,5361734,5370564
6,S6_117453528,5370564,5388297
6,S6_117528877,5388297,5397204
6,S6_117529007,5397204,5415031
6,S6_117596171,5415031,5432860
6,S6_117596482,5432860,5432870
6,S6_117596587,5432870,5469926
6,S6_117651681,5469926,5506983
6,S6_117703565,5506983,5506990
6,S6_117824065,5506990,5506994
6,S6_118697026,5506994,5506999
6,S6_118697241,5506999,5531925
6,S6_118752005,5531925,5556851
6,S6_118752649,5556851,5556855
6,S6_119876732,5556855,5593815
6,S6_120019623,5593815,5630778
6,S6_120019772,5630778,5630785
6,S6_120452765,5630785,5636838
6,S6_120501931,5636838,5648959
6,S6_120608644,5648959,5655030
6,S6_120739684,5655030,5659187
6,S6_120813575,5659187,5667524
6,S6_120878316,5667524,5675916
6,S6_120878489,5675916,5680128
6,S6_120970012,5680128,5680376
6,S6_121000980,5680376,5692825
6,S6_121078052,5692825,5717385
6,S6_121209677,5717385,5729746
6,S6_122101800,5729746,5729994
6,S6_122114427,5729994,5742259
6,S6_122126334,5742259,5766698
6,S6_122247127,5766698,5779121
6,S6_122729767,5779121,5783407
6,S6_122836307,5783407,5792001
6,S6_122962302,5792001,5800654
6,S6_122963032,5800654,5804999
6,S6_123336768,5804999,5811380
6,S6_123341444,5811380,5824120
6,S6_123371622,5824120,5830482
6,S6_123371707,5830482,5836829
6,S6_123371984,5836829,5849502
6,S6_123382034,5849502,5855832
6,S6_123777565,5855832,5860041
6,S6_124023505,5860041,5868449
6,S6_124024605,5868449,5876844
6,S6_124025497,5876844,5881040
6,S6_124300712,5881040,5885218
6,S6_124531410,5885218,5893548
6,S6_124803002,5893548,5901837
6,S6_124803841,5901837,5905973
6,S6_124856579,5905973,5905977
6,S6_124878612,5905977,5905982
6,S6_124879938,5905982,5918654
6,S6_124880843,5918654,5943885
6,S6_124955695,5943885,5956447
6,S6_124970273,5956447,5956451
6,S6_125190094,5956451,5960672
6,S6_125190350,5960672,5969137
6,S6_125722131,5969137,5977657
6,S6_126060052,5977657,5981933
6,S6_127634563,5981933,6007047
6,S6_127687070,6007047,6032162
6,S6_127895099,6032162,6032166
6,S6_128053253,6032166,6032170
6,S6_128158311,6032170,6038478
6,S6_128160499,6038478,6051153
6,S6_128256365,6051153,6057525
6,S6_128560758,6057525,6057530
6,S6_128560934,6057530,6057534
6,S6_128583606,6057534,6082710
6,S6_128583779,6082710,6107885
6,S6_128724012,6107885,6107890
6,S6_128735826,6107890,6107894
6,S6_128824989,6107894,6120347
6,S6_129435944,6120347,6132799
6,S6_129437454,6132799,6145252
6,S6_129472045,6145252,6157704
6,S6_129488660,6157704,6163978
6,S6_129494733,6163978,6176464
6,S6_129496207,6176464,6182682
6,S6_129661571,6182682,6182687
6,S6_129663829,6182687,6182691
6,S6_129664051,6182691,6194891
6,S6_129664116,6194891,6219381
6,S6_129789158,6219381,6231674
6,S6_129794743,6231674,6244097
6,S6_129841535,6244097,6256520
6,S6_129841718,6256520,6256524
6,S6_129908185,6256524,6290254
6,S6_129963687,6290254,6332132
6,S6_129964237,6332132,6348482
6,S6_129964341,6348482,6356686
6,S6_129965187,6356686,6356695
6,S6_129966844,6356695,6356702
6,S6_129971057,6356702,6369216
6,S6_129979906,6369216,6381730
6,S6_130004968,6381730,6381734
6,S6_130005092,6381734,6418981
6,S6_130131005,6418981,6456228
6,S6_130131301,6456228,6456233
6,S6_130131604,6456233,6456237
6,S6_130349284,6456237,6480495
6,S6_130409858,6480495,6504753
6,S6_130410048,6504753,6508786
6,S6_130414676,6508786,6516854
6,S6_130599464,6516854,6524936
6,S6_130754355,6524936,6528982
6,S6_131154365,6528982,6541283
6,S6_131356977,6541283,6553584
6,S6_131357574,6553584,6565974
6,S6_131411366,6565974,6578365
6,S6_132064494,6578365,6590755
6,S6_132075074,6590755,6603145
6,S6_132195277,6603145,6628264
6,S6_132230061,6628264,6653383
6,S6_132237699,6653383,6659723
6,S6_132237821,6659723,6672336
6,S6_132265965,6672336,6678613
6,S6_132495112,6678613,6678617
6,S6_132495739,6678617,6678622
6,S6_132496128,6678622,6703414
6,S6_132629581,6703414,6728354
6,S6_132665365,6728354,6740855
6,S6_132795815,6740855,6765654
6,S6_132826700,6765654,6784272
6,S6_132886138,6784272,6796564
6,S6_132888558,6796564,6802688
6,S6_132889367,6802688,6811071
6,S6_132890279,6811071,6827900
6,S6_132943515,6827900,6844871
6,S6_133287931,6844871,6853396
6,S6_133639958,6853396,6866073
6,S6_133799288,6866073,6878750
6,S6_135536769,6878750,6885220
6,S6_135537644,6885220,6898093
6,S6_135644089,6898093,6904499
6,S6_137143798,6904499,6916924
6,S6_137265748,6916924,6929348
6,S6_137309233,6929348,6953620
6,S6_137397546,6953620,6977892
6,S6_138187046,6977892,6983789
6,S6_138192246,6983789,6995567
6,S6_138285888,6995567,7001453
6,S6_138564610,7001453,7013345
6,S6_138585921,7013345,7025237
6,S6_138799925,7025237,7037130
6,S6_138871129,7037130,7049022
6,S6_139398262,7049022,7049026
6,S6_139442276,7049026,7049031
6,S6_139454544,7049031,7072719
6,S6_139592803,7072719,7096408
6,S6_139686628,7096408,7096412
6,S6_139877385,7096412,7096417
6,S6_139877483,7096417,7104483
6,S6_139905733,7104483,7120670
6,S6_139910250,7120670,7136970
6,S6_139941911,7136970,7145149
6,S6_140019245,7145149,7145153
6,S6_140348461,7145153,7151146
6,S6_140465889,7151146,7163085
6,S6_140523339,7163085,7169035
6,S6_140798152,7169035,7180954
6,S6_140871740,7180954,7192874
6,S6_141277195,7192874,7196922
6,S6_141302551,7196922,7204990
6,S6_141304453,7204990,7213007
6,S6_141304746,7213007,7217005
6,S6_141511189,7217005,7220908
6,S6_141513409,7220908,7228712
6,S6_141611766,7228712,7236529
6,S6_141723417,7236529,7240443
6,S6_142569287,7240443,7252193
6,S6_142591852,7252193,7263943
6,S6_142760979,7263943,7275694
6,S6_142787669,7275694,7299136
6,S6_142825583,7299136,7310833
6,S6_145310790,7310833,7314700
6,S6_145311772,7314700,7322449
6,S6_145492276,7322449,7330234
6,S6_145492751,7330234,7334138
6,S6_145830904,7334138,7340145
6,S6_145831289,7340145,7352209
6,S6_145942932,7352209,7358271
6,S6_146123636,7358271,7382019
6,S6_146216494,7382019,7405768
6,S6_146380445,7405768,7405772
6,S6_146382028,7405772,7405776
6,S6_146500131,7405776,7411638
6,S6_146508836,7411638,7423308
6,S6_146563506,7423308,7429120
6,S6_146893487,7429120,7432919
6,S6_147018650,7432919,7440528
6,S6_147018773,7440528,7448171
6,S6_147020671,7448171,7452005
6,S6_147023064,7452005,7452009
6,S6_147023354,7452009,7452013
6,S6_147024828,7452013,7487497
6,S6_147035917,7487497,7522980
6,S6_147045690,7522980,7522985
6,S6_147045951,7522985,7522989
6,S6_147046071,7522989,7522993
6,S6_147048135,7522993,7522998
6,S6_147048417,7522998,7535117
6,S6_147054016,7535117,7559506
6,S6_147060103,7559506,7571779
6,S6_147061826,7571779,7583931
6,S6_147222033,7583931,7596083
6,S6_147409626,7596083,7600121
6,S6_147490037,7600121,7608170
6,S6_147490290,7608170,7616180
6,S6_147512866,7616180,7620178
6,S6_147806735,7620178,7644044
6,S6_147868279,7644044,7667909
6,S6_147972583,7667909,7684188
6,S6_147975688,7684188,7732650
6,S6_148113040,7732650,7764837
6,S6_148113138,7764837,7764842
6,S6_148723459,7764842,7764846
6,S6_148774912,7764846,7764850
6,S6_148777510,7764850,7781040
6,S6_148778703,7781040,7797229
6,S6_148970518,7797229,7805499
6,S6_149087945,7805499,7821941
6,S6_149088047,7821941,7830117
6,S6_149096158,7830117,7838307
6,S6_149120419,7838307,7854744
6,S6_149124654,7854744,7862996
6,S6_149162728,7862996,7863000
6,S6_149166176,7863000,7863005
6,S6_149567893,7863005,7874674
6,S6_149678114,7874674,7886344
6,S6_150082103,7886344,7897799
6,S6_150103989,7897799,7909255
6,S6_150802438,7909255,7920578
6,S6_150804345,7920578,7931902
6,S6_151457248,7931902,7937548
6,S6_151476144,7937548,7948847
6,S6_151485755,7948847,7954505
6,S6_151770338,7954505,7954509
6,S6_151775103,7954509,7954514
6,S6_151793597,7954514,7996601
6,S6_152072522,7996601,8038688
6,S6_152072911,8038688,8038692
6,S6_152073862,8038692,8045340
6,S6_152150918,8045340,8058612
6,S6_152167869,8058612,8065241
6,S6_152177394,8065241,8065245
6,S6_152177754,8065245,8072517
6,S6_152178296,8072517,8087091
6,S6_152188138,8087091,8101731
6,S6_152209047,8101731,8109069
6,S6_153099991,8109069,8109073
6,S6_153127743,8109073,8125449
6,S6_153189500,8125449,8141824
6,S6_153206855,8141824,8157935
6,S6_153218036,8157935,8174049
6,S6_153228221,8174049,8174056
6,S6_153252713,8174056,8177596
6,S6_153252917,8177596,8184693
6,S6_153261161,8184693,8191832
6,S6_153262481,8191832,8195412
6,S6_153356799,8195412,8198938
6,S6_153623515,8198938,8205995
6,S6_153758135,8205995,8213083
6,S6_153760164,8213083,8216638
6,S6_153785341,8216638,8227378
6,S6_153786634,8227378,8238119
6,S6_153786911,8238119,8249238
6,S6_154079607,8249238,8271455
6,S6_154084802,8271455,8282557
6,S6_154131811,8282557,8282561
6,S6_154349090,8282561,8293581
